Plate,Comment [Plate Comment Replicate],Comment [Plate Comment Subset],Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Prestwick Chemical Library ID,Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Experimental Condition [DMSO solvent],Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels,Max Nuclei Intensity,Total Nuclei Intensity,Mean Nuclei Intensity,Number Of Nuclei,Max Virus Intensity,Total Virus Intensity,Mean Virus Intensity,Median Virus Intensity,Number Of Plaques,Number Of Infected Nuclei,Lesion Area,Infection Index
BSF018292,1,A,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,19396,8384863421,1999.107223,26953,36825,6066626711,1446.39652,979,30,16615,1941310,0.616443439
BSF018292,1,A,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1112,Procarbazine hydrochloride,9703,https://pubchem.ncbi.nlm.nih.gov/compound/9703,1.25,366-70-1,C(NC(C)C)(c1ccc(cc1)CNNC)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,65535,9078892168,2164.576571,27158,31503,4995358095,1190.986179,593,20,13664,1487997,0.503129833
BSF018292,1,A,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1132,Celiprolol HCl,42373,https://pubchem.ncbi.nlm.nih.gov/compound/42373,1.25,57470-78-7,C(Nc1cc(c(OCC(CNC(C)(C)C)O)cc1)C(=O)C)(N(CC)CC)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,21274,8151202375,1943.398088,27871,39532,5585746968,1331.745855,829,30,15112,1705624,0.542212335
BSF018292,1,A,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-116,Naltrexone hydrochloride dihydrate,5485201,https://pubchem.ncbi.nlm.nih.gov/compound/5485201,1.25,16676-29-2,[C@]123[C@@]4([C@H](N(CC5CC5)CC1)Cc1c2c(O[C@H]3C(CC4)=O)c(cc1)O)O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,23618,9001182401,2146.049118,27957,29285,4447693839,1060.412845,440,15,13229,1267132,0.473190972
BSF018292,1,A,A13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1181,Tibolone,444008,https://pubchem.ncbi.nlm.nih.gov/compound/444008,1.25,5630-53-5,C/1\2=C(/C[C@H]([C@]3([C@]4([C@@]([C@](C#C)(CC4)O)(CC[C@]13[H])C)[H])[H])C)\CC(=O)CC2,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,21716,7767715532,1851.9677,24628,34080,4309167455,1027.385582,431,27,10423,1110374,0.423217476
BSF018292,1,A,A14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-120,Triamcinolone,31307,https://pubchem.ncbi.nlm.nih.gov/compound/31307,1.25,124-94-7,[C@]12([C@]([C@@H](C[C@]1([C@]1([C@@]([C@@]\3(\C(=C/C(\C=C3)=O)\CC1)C)([C@H](C2)O)F)[H])[H])O)(C(=O)CO)O)C,,,,fail,toxic in absence of infection,Hoechst:nuclei;GFP:infection,32051,5700849517,1359.188442,11890,33200,4153267698,990.2161832,693,29,7595,1156259,0.638772077
BSF018292,1,A,A15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-123,Dehydrocholic acid,6674,https://pubchem.ncbi.nlm.nih.gov/compound/6674,1.25,81-23-2,[C@]12([C@]([C@]3([C@@]([C@@]4([C@](CC3=O)(CC(=O)CC4)[H])C)(CC1=O)[H])[H])(CC[C@@H]2[C@@H](CCC(=O)O)C)[H])C,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,22002,9108205290,2171.565363,29695,32004,5946791752,1417.82564,860,24,16884,1780634,0.568580569
BSF018292,1,A,A16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1254,Fentiazac,28871,https://pubchem.ncbi.nlm.nih.gov/compound/28871,1.25,18046-21-4,n1c(c(sc1c1ccccc1)CC(=O)O)c1ccc(cc1)Cl,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,23783,8505734775,2027.925199,27662,40407,4027395392,960.2058868,410,18,11287,1133691,0.40803268
BSF018292,1,A,A17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1271,Escitalopram,146570,https://pubchem.ncbi.nlm.nih.gov/compound/146570,1.25,128196-01-0,[C@]1(c2c(CO1)cc(C#N)cc2)(c1ccc(cc1)F)CCCN(C)C,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,18210,8194022553,1953.607214,27299,31468,4459894399,1063.321686,468,23,12425,1298817,0.455144877
BSF018292,1,A,A18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1295,Itopride,3792,https://pubchem.ncbi.nlm.nih.gov/compound/3792,1.25,122898-67-3,C(c1cc(c(cc1)OC)OC)(NCc1ccc(cc1)OCCN(C)C)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,19499,7962157002,1898.326159,26388,45114,4443334670,1059.373538,474,25,11649,1282922,0.441450659
BSF018292,1,A,A19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-132,Loxapine succinate,71399,https://pubchem.ncbi.nlm.nih.gov/compound/71399,1.25,27833-64-3,C\1(=N\c2c(Oc3c1cc(cc3)Cl)cccc2)/N1CCN(CC1)C,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,23096,8501953823,2027.02375,27879,49601,5926478328,1412.982542,957,25,16143,1817334,0.579037986
BSF018292,1,A,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,24991,9288909449,2214.648592,30175,57346,5774809045,1376.821767,854,26,16727,1783685,0.554333057
BSF018292,1,A,A20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1342,Sildenafil,5212,https://pubchem.ncbi.nlm.nih.gov/compound/5212,1.25,139755-83-2,c1/2c(n(nc1CCC)C)C(N/C(=N2)/c1cc(S(N2CCN(CC2)C)(=O)=O)ccc1OCC)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,20076,8912252977,2124.846691,28934,41910,4427794027,1055.66836,457,17,12150,1209184,0.4199212
BSF018292,1,A,A21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1363,Warfarin,54678486,https://pubchem.ncbi.nlm.nih.gov/compound/54678486,1.25,81-81-2,C/1(=C(/c2c(OC1=O)cccc2)\O)\C(CC(=O)C)c1ccccc1,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,18688,7879443919,1878.605823,26256,33162,5751037763,1371.154252,772,25,14565,1645131,0.554730347
BSF018292,1,A,A22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,Prestw-1387,Tetraethylenepentamine pentahydrochloride,10309252,https://pubchem.ncbi.nlm.nih.gov/compound/10309252,1.25,4961-41-5,N(CCNCCNCCN)CCN,,,,pass,non-toxic in absence of infection,Hoechst:nuclei;GFP:infection,19668,8782465343,2093.902908,29114,44722,4413587054,1052.281154,472,17,12037,1257072,0.413443704
BSF018292,1,A,A23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0007553,,3?-Deoxy-3?-fluorothymidine,33039,https://pubchem.ncbi.nlm.nih.gov/compound/33039,1.25,25526-93-6,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F,,positive control,inhibits adenovirus replication,,,Hoechst:nuclei;GFP:infection,22313,7359336263,1754.602495,19122,63482,1378363673,328.6275084,164,0,1384,0,0.072377366
